Section,ScanTime,Entrance
Family,12/09/22 21:37,TRUE
Party,12/09/22 21:37,FALSE
GeneralPublic,12/09/22 21:37,TRUE
Family,12/09/22 21:37,FALSE
Family,12/09/22 21:37,FALSE
SeasonTicketHolder,12/09/22 21:37,TRUE
Family,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,FALSE
GeneralPublic,12/09/22 21:37,TRUE
GeneralPublic,12/09/22 21:37,FALSE
GeneralPublic,12/09/22 21:37,TRUE
Family,12/09/22 21:37,TRUE
GeneralPublic,12/09/22 21:37,TRUE
Party,12/09/22 21:37,FALSE
Family,12/09/22 21:37,TRUE
GeneralPublic,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,TRUE
Party,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,FALSE
Family,12/09/22 21:37,TRUE
GeneralPublic,12/09/22 21:37,TRUE
Party,12/09/22 21:37,TRUE
Family,12/09/22 21:37,FALSE
SeasonTicketHolder,12/09/22 21:37,TRUE
Party,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,FALSE
Visitor,12/09/22 21:37,TRUE
GeneralPublic,12/09/22 21:37,FALSE
GeneralPublic,12/09/22 21:37,FALSE
Family,12/09/22 21:37,FALSE
Visitor,12/09/22 21:37,FALSE
SeasonTicketHolder,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,TRUE
Party,12/09/22 21:37,TRUE
GeneralPublic,12/09/22 21:37,TRUE
Party,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,FALSE
SeasonTicketHolder,12/09/22 21:37,TRUE
SeasonTicketHolder,12/09/22 21:37,TRUE
Visitor,12/09/22 21:37,FALSE
GeneralPublic,12/09/22 21:38,FALSE
Family,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,FALSE
SeasonTicketHolder,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,FALSE
Party,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,TRUE
Party,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
Family,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
Visitor,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,FALSE
Family,12/09/22 21:38,TRUE
Visitor,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,FALSE
Family,12/09/22 21:38,TRUE
Visitor,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,FALSE
Family,12/09/22 21:38,TRUE
Family,12/09/22 21:38,FALSE
Visitor,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,FALSE
Family,12/09/22 21:38,TRUE
Visitor,12/09/22 21:38,TRUE
Party,12/09/22 21:38,FALSE
SeasonTicketHolder,12/09/22 21:38,TRUE
Family,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,FALSE
Visitor,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
Party,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,FALSE
GeneralPublic,12/09/22 21:38,TRUE
GeneralPublic,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
Family,12/09/22 21:38,FALSE
SeasonTicketHolder,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,TRUE
Party,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
SeasonTicketHolder,12/09/22 21:38,TRUE
Family,12/09/22 21:38,TRUE
Family,12/09/22 21:39,FALSE
Party,12/09/22 21:39,TRUE
Family,12/09/22 21:39,FALSE
Family,12/09/22 21:39,TRUE
Family,12/09/22 21:39,FALSE
Family,12/09/22 21:39,FALSE
Party,12/09/22 21:39,TRUE
Visitor,12/09/22 21:39,FALSE
Family,12/09/22 21:39,FALSE
Family,12/09/22 21:39,FALSE
SeasonTicketHolder,12/09/22 21:39,TRUE
Family,12/09/22 21:39,FALSE
GeneralPublic,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,FALSE
GeneralPublic,12/09/22 21:39,TRUE
Visitor,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,FALSE
Family,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,FALSE
SeasonTicketHolder,12/09/22 21:39,TRUE
Family,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,TRUE
Visitor,12/09/22 21:39,TRUE
Party,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,TRUE
Family,12/09/22 21:39,TRUE
Party,12/09/22 21:39,TRUE
Party,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,FALSE
GeneralPublic,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,FALSE
SeasonTicketHolder,12/09/22 21:39,TRUE
Visitor,12/09/22 21:39,TRUE
Party,12/09/22 21:39,FALSE
GeneralPublic,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,TRUE
Family,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,FALSE
GeneralPublic,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,TRUE
Family,12/09/22 21:39,TRUE
Family,12/09/22 21:39,TRUE
Visitor,12/09/22 21:39,TRUE
Family,12/09/22 21:39,FALSE
Party,12/09/22 21:39,TRUE
SeasonTicketHolder,12/09/22 21:39,TRUE
Visitor,12/09/22 21:39,FALSE
GeneralPublic,12/09/22 21:39,FALSE
Family,12/09/22 21:39,FALSE
Family,12/09/22 21:39,FALSE
Visitor,12/09/22 21:39,TRUE
GeneralPublic,12/09/22 21:39,FALSE
SeasonTicketHolder,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
Family,12/09/22 21:40,FALSE
SeasonTicketHolder,12/09/22 21:40,TRUE
Visitor,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
Party,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,FALSE
Family,12/09/22 21:40,FALSE
GeneralPublic,12/09/22 21:40,TRUE
Family,12/09/22 21:40,FALSE
GeneralPublic,12/09/22 21:40,TRUE
Family,12/09/22 21:40,FALSE
Family,12/09/22 21:40,FALSE
Family,12/09/22 21:40,TRUE
Family,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,FALSE
GeneralPublic,12/09/22 21:40,TRUE
Family,12/09/22 21:40,TRUE
Family,12/09/22 21:40,FALSE
Party,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,FALSE
Visitor,12/09/22 21:40,FALSE
Party,12/09/22 21:40,TRUE
Party,12/09/22 21:40,FALSE
Visitor,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,FALSE
SeasonTicketHolder,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
Family,12/09/22 21:40,FALSE
Party,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
Party,12/09/22 21:40,TRUE
Party,12/09/22 21:40,TRUE
Family,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
Visitor,12/09/22 21:40,TRUE
Visitor,12/09/22 21:40,TRUE
Family,12/09/22 21:40,FALSE
SeasonTicketHolder,12/09/22 21:40,FALSE
Family,12/09/22 21:40,TRUE
Family,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
SeasonTicketHolder,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,FALSE
GeneralPublic,12/09/22 21:40,FALSE
SeasonTicketHolder,12/09/22 21:40,TRUE
GeneralPublic,12/09/22 21:40,TRUE
Family,12/09/22 21:40,TRUE
Family,12/09/22 21:40,FALSE
SeasonTicketHolder,12/09/22 21:41,TRUE
Visitor,12/09/22 21:41,TRUE
Visitor,12/09/22 21:41,TRUE
SeasonTicketHolder,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,FALSE
SeasonTicketHolder,12/09/22 21:41,FALSE
Party,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,FALSE
Family,12/09/22 21:41,FALSE
GeneralPublic,12/09/22 21:41,TRUE
Visitor,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,FALSE
Party,12/09/22 21:41,TRUE
Family,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,FALSE
Visitor,12/09/22 21:41,TRUE
SeasonTicketHolder,12/09/22 21:41,TRUE
SeasonTicketHolder,12/09/22 21:41,FALSE
SeasonTicketHolder,12/09/22 21:41,TRUE
Family,12/09/22 21:41,TRUE
Family,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,FALSE
Family,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,FALSE
Visitor,12/09/22 21:41,TRUE
Family,12/09/22 21:41,FALSE
Family,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
Family,12/09/22 21:41,FALSE
SeasonTicketHolder,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
Party,12/09/22 21:41,FALSE
Party,12/09/22 21:41,TRUE
Party,12/09/22 21:41,TRUE
SeasonTicketHolder,12/09/22 21:41,TRUE
Visitor,12/09/22 21:41,TRUE
Family,12/09/22 21:41,FALSE
SeasonTicketHolder,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
SeasonTicketHolder,12/09/22 21:41,TRUE
Family,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
Family,12/09/22 21:41,TRUE
Party,12/09/22 21:41,TRUE
SeasonTicketHolder,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,FALSE
Visitor,12/09/22 21:41,FALSE
GeneralPublic,12/09/22 21:41,FALSE
Party,12/09/22 21:41,FALSE
GeneralPublic,12/09/22 21:41,FALSE
Family,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
Family,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
Family,12/09/22 21:41,FALSE
Family,12/09/22 21:41,FALSE
SeasonTicketHolder,12/09/22 21:41,TRUE
GeneralPublic,12/09/22 21:41,TRUE
Family,12/09/22 21:41,FALSE
Family,12/09/22 21:41,FALSE
GeneralPublic,12/09/22 21:41,FALSE
GeneralPublic,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
SeasonTicketHolder,12/09/22 21:42,FALSE
Family,12/09/22 21:42,TRUE
SeasonTicketHolder,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
Party,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,FALSE
SeasonTicketHolder,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
Visitor,12/09/22 21:42,FALSE
SeasonTicketHolder,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,FALSE
SeasonTicketHolder,12/09/22 21:42,TRUE
Family,12/09/22 21:42,FALSE
Family,12/09/22 21:42,FALSE
Family,12/09/22 21:42,FALSE
Family,12/09/22 21:42,FALSE
Family,12/09/22 21:42,FALSE
Party,12/09/22 21:42,FALSE
GeneralPublic,12/09/22 21:42,TRUE
Party,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
Family,12/09/22 21:42,FALSE
Visitor,12/09/22 21:42,TRUE
SeasonTicketHolder,12/09/22 21:42,TRUE
Family,12/09/22 21:42,TRUE
GeneralPublic,12/09/22 21:42,TRUE
SeasonTicketHolder,12/09/22 21:42,TRUE
Family,12/09/22 21:42,FALSE
GeneralPublic,12/09/22 21:42,TRUE
Family,12/09/22 21:42,FALSE
Family,12/09/22 21:42,FALSE
Family,12/09/22 21:43,FALSE
Visitor,12/09/22 21:43,FALSE
SeasonTicketHolder,12/09/22 21:43,TRUE
Family,12/09/22 21:43,TRUE
Visitor,12/09/22 21:43,TRUE
Family,12/09/22 21:43,FALSE
Family,12/09/22 21:43,FALSE
Family,12/09/22 21:43,FALSE
GeneralPublic,12/09/22 21:43,TRUE
GeneralPublic,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,FALSE
Party,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,FALSE
Family,12/09/22 21:43,TRUE
Family,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,FALSE
Family,12/09/22 21:43,TRUE
Party,12/09/22 21:43,FALSE
Visitor,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,TRUE
GeneralPublic,12/09/22 21:43,FALSE
SeasonTicketHolder,12/09/22 21:43,TRUE
GeneralPublic,12/09/22 21:43,FALSE
Family,12/09/22 21:43,TRUE
Family,12/09/22 21:43,TRUE
GeneralPublic,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,TRUE
GeneralPublic,12/09/22 21:43,TRUE
Family,12/09/22 21:43,TRUE
Family,12/09/22 21:43,FALSE
Visitor,12/09/22 21:43,TRUE
GeneralPublic,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,TRUE
Party,12/09/22 21:43,TRUE
Visitor,12/09/22 21:43,FALSE
Party,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,FALSE
SeasonTicketHolder,12/09/22 21:43,FALSE
Visitor,12/09/22 21:43,FALSE
Visitor,12/09/22 21:43,TRUE
Family,12/09/22 21:43,TRUE
SeasonTicketHolder,12/09/22 21:43,TRUE
Family,12/09/22 21:43,FALSE
SeasonTicketHolder,12/09/22 21:43,FALSE
GeneralPublic,12/09/22 21:44,FALSE
SeasonTicketHolder,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,FALSE
Visitor,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,TRUE
Party,12/09/22 21:44,FALSE
SeasonTicketHolder,12/09/22 21:44,TRUE
Family,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,TRUE
Visitor,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,FALSE
Family,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,TRUE
Family,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,FALSE
Family,12/09/22 21:44,TRUE
Family,12/09/22 21:44,FALSE
Family,12/09/22 21:44,FALSE
Visitor,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,FALSE
SeasonTicketHolder,12/09/22 21:44,TRUE
Family,12/09/22 21:44,TRUE
Family,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,TRUE
Family,12/09/22 21:44,TRUE
Visitor,12/09/22 21:44,TRUE
Visitor,12/09/22 21:44,TRUE
Party,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,TRUE
Party,12/09/22 21:44,TRUE
SeasonTicketHolder,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,TRUE
Family,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,TRUE
Visitor,12/09/22 21:44,FALSE
SeasonTicketHolder,12/09/22 21:44,TRUE
GeneralPublic,12/09/22 21:44,TRUE
Visitor,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,FALSE
SeasonTicketHolder,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,TRUE
SeasonTicketHolder,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,FALSE
GeneralPublic,12/09/22 21:44,TRUE
SeasonTicketHolder,12/09/22 21:45,TRUE
GeneralPublic,12/09/22 21:45,TRUE
Visitor,12/09/22 21:45,TRUE
Family,12/09/22 21:45,TRUE
Visitor,12/09/22 21:45,FALSE
Family,12/09/22 21:45,FALSE
SeasonTicketHolder,12/09/22 21:45,TRUE
Visitor,12/09/22 21:45,TRUE
Family,12/09/22 21:45,FALSE
SeasonTicketHolder,12/09/22 21:45,FALSE
Party,12/09/22 21:45,TRUE
GeneralPublic,12/09/22 21:45,TRUE
GeneralPublic,12/09/22 21:45,FALSE
SeasonTicketHolder,12/09/22 21:45,TRUE
SeasonTicketHolder,12/09/22 21:45,TRUE
Family,12/09/22 21:45,FALSE
Family,12/09/22 21:45,TRUE
Family,12/09/22 21:45,TRUE
Family,12/09/22 21:45,FALSE
GeneralPublic,12/09/22 21:45,FALSE
Family,12/09/22 21:45,FALSE
GeneralPublic,12/09/22 21:45,FALSE
Family,12/09/22 21:45,TRUE
GeneralPublic,12/09/22 21:45,TRUE
SeasonTicketHolder,12/09/22 21:45,TRUE
GeneralPublic,12/09/22 21:45,TRUE
Family,12/09/22 21:45,FALSE
GeneralPublic,12/09/22 21:45,TRUE
Party,12/09/22 21:45,FALSE
GeneralPublic,12/09/22 21:45,FALSE
Family,12/09/22 21:45,TRUE
Party,12/09/22 21:45,FALSE
SeasonTicketHolder,12/09/22 21:45,TRUE
Visitor,12/09/22 21:45,FALSE
GeneralPublic,12/09/22 21:45,FALSE
Family,12/09/22 21:45,FALSE
GeneralPublic,12/09/22 21:45,FALSE
SeasonTicketHolder,12/09/22 21:45,TRUE
Visitor,12/09/22 21:45,TRUE
Visitor,12/09/22 21:45,TRUE
SeasonTicketHolder,12/09/22 21:45,TRUE
Visitor,12/09/22 21:45,TRUE
SeasonTicketHolder,12/09/22 21:45,FALSE
Family,12/09/22 21:45,FALSE
SeasonTicketHolder,19/09/22 18:43,TRUE
Family,19/09/22 18:44,TRUE
Visitor,19/09/22 18:44,TRUE
SeasonTicketHolder,19/09/22 18:44,TRUE
Family,19/09/22 18:47,TRUE
SeasonTicketHolder,19/09/22 18:47,FALSE
Party,19/09/22 18:48,TRUE
GeneralPublic,19/09/22 18:48,TRUE
GeneralPublic,19/09/22 18:48,TRUE
GeneralPublic,19/09/22 18:49,TRUE
Party,19/09/22 18:49,TRUE
Family,19/09/22 18:49,TRUE
Party,19/09/22 18:50,TRUE
Family,19/09/22 18:50,TRUE
Family,19/09/22 18:50,TRUE
SeasonTicketHolder,19/09/22 18:51,TRUE
GeneralPublic,19/09/22 18:51,FALSE
GeneralPublic,19/09/22 18:51,TRUE
GeneralPublic,19/09/22 18:51,TRUE
SeasonTicketHolder,19/09/22 18:52,TRUE
GeneralPublic,19/09/22 18:52,TRUE
Party,19/09/22 18:52,TRUE
Visitor,19/09/22 18:52,TRUE
SeasonTicketHolder,19/09/22 18:52,TRUE
GeneralPublic,19/09/22 18:52,TRUE
GeneralPublic,19/09/22 18:53,TRUE
Party,19/09/22 18:53,TRUE
SeasonTicketHolder,19/09/22 18:53,TRUE
SeasonTicketHolder,19/09/22 18:54,TRUE
Visitor,19/09/22 18:54,TRUE
Visitor,19/09/22 18:54,TRUE
SeasonTicketHolder,19/09/22 18:54,TRUE
SeasonTicketHolder,19/09/22 18:54,TRUE
Family,19/09/22 18:54,TRUE
GeneralPublic,19/09/22 18:55,TRUE
SeasonTicketHolder,19/09/22 18:55,TRUE
GeneralPublic,19/09/22 18:55,TRUE
SeasonTicketHolder,19/09/22 18:55,TRUE
GeneralPublic,19/09/22 18:56,FALSE
SeasonTicketHolder,19/09/22 18:56,TRUE
Visitor,19/09/22 18:56,FALSE
Party,19/09/22 18:56,TRUE
SeasonTicketHolder,19/09/22 18:56,TRUE
GeneralPublic,19/09/22 18:56,FALSE
Family,19/09/22 18:56,TRUE
SeasonTicketHolder,19/09/22 18:56,TRUE
GeneralPublic,19/09/22 18:57,TRUE
GeneralPublic,19/09/22 18:57,TRUE
GeneralPublic,19/09/22 18:57,TRUE
GeneralPublic,19/09/22 18:57,TRUE
GeneralPublic,19/09/22 18:57,TRUE
SeasonTicketHolder,19/09/22 18:57,FALSE
Visitor,19/09/22 18:57,TRUE
Visitor,19/09/22 18:57,TRUE
SeasonTicketHolder,19/09/22 18:58,TRUE
GeneralPublic,19/09/22 18:58,TRUE
GeneralPublic,19/09/22 18:58,TRUE
SeasonTicketHolder,19/09/22 18:58,TRUE
SeasonTicketHolder,19/09/22 18:58,TRUE
Family,19/09/22 18:58,TRUE
SeasonTicketHolder,19/09/22 18:58,TRUE
SeasonTicketHolder,19/09/22 18:58,FALSE
Party,19/09/22 18:58,FALSE
Visitor,19/09/22 18:58,TRUE
Family,19/09/22 18:58,FALSE
SeasonTicketHolder,19/09/22 18:58,TRUE
Party,19/09/22 18:59,TRUE
SeasonTicketHolder,19/09/22 18:59,TRUE
SeasonTicketHolder,19/09/22 18:59,TRUE
GeneralPublic,19/09/22 18:59,TRUE
Party,19/09/22 18:59,TRUE
Family,19/09/22 18:59,TRUE
Party,19/09/22 18:59,TRUE
GeneralPublic,19/09/22 18:59,TRUE
Visitor,19/09/22 18:59,TRUE
Family,19/09/22 19:00,TRUE
Visitor,19/09/22 19:00,TRUE
Family,19/09/22 19:00,TRUE
GeneralPublic,19/09/22 19:00,TRUE
Family,19/09/22 19:00,TRUE
SeasonTicketHolder,19/09/22 19:00,TRUE
Visitor,19/09/22 19:00,FALSE
Family,19/09/22 19:00,FALSE
GeneralPublic,19/09/22 19:00,FALSE
Party,19/09/22 19:00,FALSE
GeneralPublic,19/09/22 19:00,FALSE
GeneralPublic,19/09/22 19:00,TRUE
GeneralPublic,19/09/22 19:01,TRUE
SeasonTicketHolder,19/09/22 19:01,TRUE
Party,19/09/22 19:01,TRUE
SeasonTicketHolder,19/09/22 19:01,TRUE
GeneralPublic,19/09/22 19:01,FALSE
GeneralPublic,19/09/22 19:01,TRUE
Party,19/09/22 19:01,TRUE
Family,19/09/22 19:01,TRUE
Visitor,19/09/22 19:01,TRUE
SeasonTicketHolder,19/09/22 19:01,TRUE
GeneralPublic,19/09/22 19:01,TRUE
Visitor,19/09/22 19:01,TRUE
GeneralPublic,19/09/22 19:01,TRUE
SeasonTicketHolder,19/09/22 19:01,TRUE
GeneralPublic,19/09/22 19:01,TRUE
SeasonTicketHolder,19/09/22 19:01,FALSE
SeasonTicketHolder,19/09/22 19:01,FALSE
SeasonTicketHolder,19/09/22 19:01,TRUE
Family,19/09/22 19:02,TRUE
Visitor,19/09/22 19:02,TRUE
Visitor,19/09/22 19:02,TRUE
Party,19/09/22 19:02,FALSE
GeneralPublic,19/09/22 19:02,FALSE
Party,19/09/22 19:02,TRUE
Party,19/09/22 19:02,FALSE
Party,19/09/22 19:02,TRUE
GeneralPublic,19/09/22 19:02,TRUE
Family,19/09/22 19:02,FALSE
GeneralPublic,19/09/22 19:02,FALSE
Party,19/09/22 19:03,TRUE
GeneralPublic,19/09/22 19:03,TRUE
GeneralPublic,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,TRUE
Visitor,19/09/22 19:03,TRUE
Family,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,FALSE
Party,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,TRUE
Party,19/09/22 19:03,FALSE
Visitor,19/09/22 19:03,TRUE
Party,19/09/22 19:03,TRUE
GeneralPublic,19/09/22 19:03,TRUE
Party,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,TRUE
GeneralPublic,19/09/22 19:03,FALSE
Family,19/09/22 19:03,TRUE
SeasonTicketHolder,19/09/22 19:03,TRUE
GeneralPublic,19/09/22 19:03,TRUE
Family,19/09/22 19:04,TRUE
Family,19/09/22 19:04,TRUE
SeasonTicketHolder,19/09/22 19:04,TRUE
GeneralPublic,19/09/22 19:04,TRUE
GeneralPublic,19/09/22 19:04,TRUE
Party,19/09/22 19:04,TRUE
SeasonTicketHolder,19/09/22 19:04,TRUE
SeasonTicketHolder,19/09/22 19:04,TRUE
GeneralPublic,19/09/22 19:04,TRUE
GeneralPublic,19/09/22 19:04,TRUE
SeasonTicketHolder,19/09/22 19:04,FALSE
SeasonTicketHolder,19/09/22 19:04,TRUE
SeasonTicketHolder,19/09/22 19:04,TRUE
Visitor,19/09/22 19:04,FALSE
SeasonTicketHolder,19/09/22 19:04,FALSE
SeasonTicketHolder,19/09/22 19:04,FALSE
Family,19/09/22 19:04,TRUE
GeneralPublic,19/09/22 19:04,TRUE
GeneralPublic,19/09/22 19:04,TRUE
Visitor,19/09/22 19:04,TRUE
SeasonTicketHolder,19/09/22 19:04,TRUE
Family,19/09/22 19:04,TRUE
Party,19/09/22 19:05,FALSE
GeneralPublic,19/09/22 19:05,TRUE
Family,19/09/22 19:05,TRUE
Party,19/09/22 19:05,TRUE
SeasonTicketHolder,19/09/22 19:05,TRUE
Party,19/09/22 19:05,FALSE
Family,19/09/22 19:05,TRUE
SeasonTicketHolder,19/09/22 19:05,TRUE
SeasonTicketHolder,19/09/22 19:05,TRUE
SeasonTicketHolder,19/09/22 19:05,TRUE
Family,19/09/22 19:05,TRUE
GeneralPublic,19/09/22 19:05,TRUE
Family,19/09/22 19:05,TRUE
Party,19/09/22 19:05,TRUE
Family,19/09/22 19:05,TRUE
Family,19/09/22 19:05,TRUE
SeasonTicketHolder,19/09/22 19:05,TRUE
