Agent,ScanTime,SeatingSection
GateA_TicketAgent1,12/09/22 19:33,129
GateD_TicketAgent1,12/09/22 19:33,123
GateC_TicketAgent2,12/09/22 19:33,129
GateA_TicketAgent2,12/09/22 19:33,115
GateB_TicketAgent1,12/09/22 19:33,106
GateB_TicketAgent3,12/09/22 19:33,139
GateB_TicketAgent2,12/09/22 19:33,119
GateA_TicketAgent3,12/09/22 19:33,129
GateA_TicketAgent1,12/09/22 19:33,115
GateC_TicketAgent2,12/09/22 19:33,141
GateC_TicketAgent3,12/09/22 19:33,106
GateB_TicketAgent3,12/09/22 19:33,135
GateA_TicketAgent2,12/09/22 19:33,130
GateB_TicketAgent2,12/09/22 19:33,106
GateC_TicketAgent1,12/09/22 19:33,140
GateD_TicketAgent2,12/09/22 19:33,130
GateA_TicketAgent1,12/09/22 19:33,115
GateB_TicketAgent1,12/09/22 19:33,101
GateD_TicketAgent1,12/09/22 19:33,141
GateA_TicketAgent2,12/09/22 19:33,108
GateB_TicketAgent3,12/09/22 19:33,115
GateC_TicketAgent2,12/09/22 19:33,132
GateC_TicketAgent1,12/09/22 19:33,102
GateA_TicketAgent3,12/09/22 19:33,119
GateB_TicketAgent1,12/09/22 19:33,141
GateC_TicketAgent3,12/09/22 19:33,136
GateB_TicketAgent3,12/09/22 19:33,109
GateB_TicketAgent2,12/09/22 19:33,112
GateA_TicketAgent2,12/09/22 19:33,118
GateC_TicketAgent1,12/09/22 19:34,135
GateB_TicketAgent1,12/09/22 19:34,112
GateD_TicketAgent1,12/09/22 19:34,123
GateA_TicketAgent1,12/09/22 19:34,130
GateC_TicketAgent3,12/09/22 19:34,109
GateB_TicketAgent2,12/09/22 19:34,135
GateC_TicketAgent2,12/09/22 19:34,134
GateA_TicketAgent2,12/09/22 19:34,117
GateB_TicketAgent3,12/09/22 19:34,138
GateD_TicketAgent2,12/09/22 19:34,130
GateC_TicketAgent1,12/09/22 19:34,139
GateA_TicketAgent3,12/09/22 19:34,122
GateB_TicketAgent1,12/09/22 19:34,106
GateD_TicketAgent3,12/09/22 19:34,130
GateB_TicketAgent2,12/09/22 19:34,108
GateC_TicketAgent2,12/09/22 19:34,112
GateC_TicketAgent3,12/09/22 19:34,138
GateB_TicketAgent3,12/09/22 19:34,125
GateA_TicketAgent2,12/09/22 19:34,125
GateA_TicketAgent3,12/09/22 19:34,137
GateD_TicketAgent1,12/09/22 19:34,130
GateC_TicketAgent1,12/09/22 19:34,101
GateB_TicketAgent1,12/09/22 19:34,120
GateA_TicketAgent1,12/09/22 19:34,124
GateC_TicketAgent2,12/09/22 19:34,100
GateB_TicketAgent2,12/09/22 19:34,108
GateD_TicketAgent2,12/09/22 19:34,127
GateA_TicketAgent2,12/09/22 19:34,129
GateC_TicketAgent1,12/09/22 19:34,135
GateB_TicketAgent3,12/09/22 19:34,102
GateC_TicketAgent3,12/09/22 19:34,135
GateD_TicketAgent3,12/09/22 19:34,127
GateB_TicketAgent2,12/09/22 19:34,135
GateC_TicketAgent2,12/09/22 19:34,116
GateA_TicketAgent2,12/09/22 19:34,104
GateA_TicketAgent3,12/09/22 19:34,118
GateC_TicketAgent1,12/09/22 19:34,100
GateB_TicketAgent1,12/09/22 19:34,112
GateD_TicketAgent1,12/09/22 19:34,136
GateB_TicketAgent3,12/09/22 19:34,112
GateA_TicketAgent1,12/09/22 19:34,133
GateD_TicketAgent2,12/09/22 19:34,122
GateC_TicketAgent2,12/09/22 19:34,137
GateB_TicketAgent2,12/09/22 19:34,137
GateA_TicketAgent2,12/09/22 19:34,140
GateA_TicketAgent3,12/09/22 19:34,122
GateB_TicketAgent1,12/09/22 19:34,106
GateD_TicketAgent1,12/09/22 19:34,106
GateA_TicketAgent1,12/09/22 19:34,116
GateB_TicketAgent3,12/09/22 19:34,113
GateC_TicketAgent3,12/09/22 19:34,133
GateD_TicketAgent3,12/09/22 19:34,127
GateB_TicketAgent2,12/09/22 19:34,103
GateA_TicketAgent2,12/09/22 19:34,133
GateD_TicketAgent2,12/09/22 19:34,113
GateA_TicketAgent3,12/09/22 19:34,122
GateC_TicketAgent1,12/09/22 19:34,100
GateB_TicketAgent1,12/09/22 19:34,112
GateA_TicketAgent1,12/09/22 19:34,131
GateD_TicketAgent1,12/09/22 19:34,138
GateB_TicketAgent3,12/09/22 19:34,134
GateA_TicketAgent2,12/09/22 19:34,126
GateB_TicketAgent2,12/09/22 19:34,135
GateC_TicketAgent1,12/09/22 19:34,110
GateA_TicketAgent1,12/09/22 19:34,123
GateA_TicketAgent3,12/09/22 19:34,122
GateA_TicketAgent2,12/09/22 19:34,120
GateD_TicketAgent2,12/09/22 19:34,129
GateB_TicketAgent2,12/09/22 19:34,105
GateA_TicketAgent1,12/09/22 19:34,134
GateD_TicketAgent1,12/09/22 19:34,129
GateB_TicketAgent1,12/09/22 19:34,137
GateC_TicketAgent2,12/09/22 19:35,133
GateA_TicketAgent3,12/09/22 19:35,114
GateC_TicketAgent3,12/09/22 19:35,105
GateA_TicketAgent2,12/09/22 19:35,128
GateC_TicketAgent1,12/09/22 19:35,103
GateB_TicketAgent2,12/09/22 19:35,109
GateB_TicketAgent1,12/09/22 19:35,112
GateA_TicketAgent1,12/09/22 19:35,127
GateB_TicketAgent3,12/09/22 19:35,109
GateC_TicketAgent2,12/09/22 19:35,102
GateC_TicketAgent1,12/09/22 19:35,103
GateB_TicketAgent2,12/09/22 19:35,120
GateB_TicketAgent1,12/09/22 19:35,102
GateA_TicketAgent1,12/09/22 19:35,114
GateD_TicketAgent3,12/09/22 19:35,127
GateA_TicketAgent3,12/09/22 19:35,119
GateC_TicketAgent3,12/09/22 19:35,127
GateA_TicketAgent2,12/09/22 19:35,122
GateC_TicketAgent2,12/09/22 19:35,130
GateB_TicketAgent2,12/09/22 19:35,102
GateC_TicketAgent1,12/09/22 19:35,111
GateB_TicketAgent1,12/09/22 19:35,137
GateA_TicketAgent1,12/09/22 19:35,130
GateB_TicketAgent3,12/09/22 19:35,105
GateA_TicketAgent3,12/09/22 19:35,115
GateA_TicketAgent2,12/09/22 19:35,129
GateB_TicketAgent2,12/09/22 19:35,141
GateC_TicketAgent1,12/09/22 19:35,111
GateB_TicketAgent1,12/09/22 19:35,120
GateC_TicketAgent2,12/09/22 19:35,117
GateA_TicketAgent1,12/09/22 19:35,119
GateD_TicketAgent1,12/09/22 19:35,130
GateB_TicketAgent3,12/09/22 19:35,135
GateC_TicketAgent3,12/09/22 19:35,104
GateA_TicketAgent2,12/09/22 19:35,124
GateA_TicketAgent3,12/09/22 19:35,119
GateB_TicketAgent2,12/09/22 19:35,112
GateD_TicketAgent2,12/09/22 19:35,129
GateC_TicketAgent2,12/09/22 19:35,139
GateA_TicketAgent1,12/09/22 19:35,115
GateB_TicketAgent3,12/09/22 19:35,125
GateD_TicketAgent3,12/09/22 19:35,137
GateA_TicketAgent2,12/09/22 19:35,106
GateD_TicketAgent1,12/09/22 19:35,130
GateB_TicketAgent2,12/09/22 19:35,133
GateB_TicketAgent1,12/09/22 19:35,132
GateC_TicketAgent1,12/09/22 19:35,112
GateA_TicketAgent1,12/09/22 19:35,127
GateC_TicketAgent3,12/09/22 19:35,136
GateD_TicketAgent2,12/09/22 19:35,131
GateB_TicketAgent3,12/09/22 19:35,110
GateD_TicketAgent1,12/09/22 19:35,103
GateA_TicketAgent3,12/09/22 19:35,135
GateB_TicketAgent1,12/09/22 19:35,106
GateB_TicketAgent2,12/09/22 19:35,109
GateA_TicketAgent1,12/09/22 19:35,111
GateC_TicketAgent1,12/09/22 19:35,101
GateA_TicketAgent2,12/09/22 19:35,121
GateD_TicketAgent2,12/09/22 19:35,137
GateB_TicketAgent3,12/09/22 19:35,137
GateD_TicketAgent3,12/09/22 19:35,128
GateD_TicketAgent1,12/09/22 19:35,103
GateC_TicketAgent2,12/09/22 19:35,140
GateB_TicketAgent2,12/09/22 19:35,109
GateA_TicketAgent1,12/09/22 19:36,133
GateC_TicketAgent3,12/09/22 19:36,137
GateC_TicketAgent1,12/09/22 19:36,104
GateA_TicketAgent2,12/09/22 19:36,121
GateD_TicketAgent3,12/09/22 19:36,112
GateB_TicketAgent3,12/09/22 19:36,106
GateD_TicketAgent1,12/09/22 19:36,133
GateB_TicketAgent1,12/09/22 19:36,110
GateD_TicketAgent2,12/09/22 19:36,125
GateB_TicketAgent2,12/09/22 19:36,132
GateC_TicketAgent3,12/09/22 19:36,109
GateA_TicketAgent3,12/09/22 19:36,119
GateC_TicketAgent1,12/09/22 19:36,102
GateA_TicketAgent2,12/09/22 19:36,130
GateB_TicketAgent1,12/09/22 19:36,109
GateD_TicketAgent1,12/09/22 19:36,129
GateB_TicketAgent3,12/09/22 19:36,136
GateC_TicketAgent2,12/09/22 19:36,122
GateD_TicketAgent2,12/09/22 19:36,126
GateB_TicketAgent2,12/09/22 19:36,117
GateA_TicketAgent1,12/09/22 19:36,120
GateA_TicketAgent3,12/09/22 19:36,124
GateD_TicketAgent3,12/09/22 19:36,129
GateC_TicketAgent1,12/09/22 19:36,103
GateD_TicketAgent1,12/09/22 19:36,130
GateC_TicketAgent2,12/09/22 19:36,130
GateD_TicketAgent2,12/09/22 19:36,123
GateB_TicketAgent3,12/09/22 19:36,111
GateA_TicketAgent1,12/09/22 19:36,122
GateA_TicketAgent3,12/09/22 19:36,104
GateB_TicketAgent2,12/09/22 19:36,110
GateA_TicketAgent2,12/09/22 19:36,125
GateB_TicketAgent1,12/09/22 19:36,110
GateD_TicketAgent3,12/09/22 19:36,111
GateC_TicketAgent3,12/09/22 19:36,108
GateD_TicketAgent1,12/09/22 19:36,127
GateC_TicketAgent1,12/09/22 19:36,106
GateA_TicketAgent1,12/09/22 19:36,133
GateA_TicketAgent3,12/09/22 19:36,101
GateD_TicketAgent2,12/09/22 19:36,113
GateB_TicketAgent2,12/09/22 19:36,104
GateA_TicketAgent2,12/09/22 19:36,115
GateB_TicketAgent1,12/09/22 19:36,137
GateD_TicketAgent1,12/09/22 19:36,123
GateA_TicketAgent1,12/09/22 19:36,122
GateC_TicketAgent2,12/09/22 19:36,135
GateD_TicketAgent2,12/09/22 19:36,141
GateA_TicketAgent3,12/09/22 19:36,130
GateA_TicketAgent2,12/09/22 19:36,119
GateB_TicketAgent1,12/09/22 19:36,128
GateB_TicketAgent3,12/09/22 19:36,109
GateC_TicketAgent3,12/09/22 19:36,111
GateD_TicketAgent1,12/09/22 19:36,122
GateC_TicketAgent1,12/09/22 19:36,102
GateA_TicketAgent1,12/09/22 19:36,126
GateA_TicketAgent2,12/09/22 19:36,124
GateB_TicketAgent1,12/09/22 19:36,113
GateD_TicketAgent3,12/09/22 19:36,129
GateB_TicketAgent2,12/09/22 19:36,120
GateD_TicketAgent1,12/09/22 19:36,129
GateC_TicketAgent1,12/09/22 19:36,109
GateA_TicketAgent1,12/09/22 19:36,114
GateA_TicketAgent3,12/09/22 19:36,124
GateD_TicketAgent2,12/09/22 19:36,129
GateA_TicketAgent2,12/09/22 19:36,117
GateB_TicketAgent1,12/09/22 19:36,118
GateC_TicketAgent2,12/09/22 19:36,124
GateD_TicketAgent3,12/09/22 19:36,128
GateB_TicketAgent2,12/09/22 19:36,133
GateD_TicketAgent1,12/09/22 19:36,128
GateC_TicketAgent3,12/09/22 19:36,137
GateA_TicketAgent3,12/09/22 19:36,128
GateD_TicketAgent2,12/09/22 19:36,109
GateC_TicketAgent1,12/09/22 19:36,135
GateA_TicketAgent1,12/09/22 19:36,123
GateB_TicketAgent1,12/09/22 19:37,121
GateB_TicketAgent3,12/09/22 19:37,102
GateA_TicketAgent2,12/09/22 19:37,101
GateC_TicketAgent2,12/09/22 19:37,116
GateD_TicketAgent1,12/09/22 19:37,137
GateD_TicketAgent3,12/09/22 19:37,130
GateD_TicketAgent2,12/09/22 19:37,101
GateC_TicketAgent1,12/09/22 19:37,108
GateA_TicketAgent1,12/09/22 19:37,123
GateB_TicketAgent1,12/09/22 19:37,105
GateB_TicketAgent3,12/09/22 19:37,102
GateA_TicketAgent2,12/09/22 19:37,139
GateA_TicketAgent3,12/09/22 19:37,125
GateD_TicketAgent3,12/09/22 19:37,119
GateC_TicketAgent1,12/09/22 19:37,133
GateD_TicketAgent1,12/09/22 19:37,128
GateA_TicketAgent1,12/09/22 19:37,106
GateC_TicketAgent3,12/09/22 19:37,135
GateC_TicketAgent2,12/09/22 19:37,100
GateB_TicketAgent2,12/09/22 19:37,111
GateB_TicketAgent1,12/09/22 19:37,108
GateD_TicketAgent2,12/09/22 19:37,133
GateA_TicketAgent1,12/09/22 19:37,101
GateC_TicketAgent1,12/09/22 19:37,107
GateB_TicketAgent3,12/09/22 19:37,103
GateA_TicketAgent2,12/09/22 19:37,126
GateA_TicketAgent3,12/09/22 19:37,109
GateB_TicketAgent1,12/09/22 19:37,141
GateD_TicketAgent2,12/09/22 19:37,129
GateD_TicketAgent1,12/09/22 19:37,138
GateB_TicketAgent2,12/09/22 19:37,109
GateA_TicketAgent1,12/09/22 19:37,115
GateC_TicketAgent2,12/09/22 19:37,100
GateC_TicketAgent3,12/09/22 19:37,104
GateA_TicketAgent3,12/09/22 19:37,136
GateB_TicketAgent1,12/09/22 19:37,139
GateC_TicketAgent1,12/09/22 19:37,137
GateA_TicketAgent2,12/09/22 19:37,123
GateB_TicketAgent3,12/09/22 19:37,106
GateA_TicketAgent3,12/09/22 19:37,129
GateC_TicketAgent1,12/09/22 19:37,138
GateD_TicketAgent1,12/09/22 19:37,127
GateB_TicketAgent2,12/09/22 19:37,111
GateA_TicketAgent1,12/09/22 19:37,120
GateC_TicketAgent2,12/09/22 19:37,106
GateA_TicketAgent2,12/09/22 19:37,139
GateD_TicketAgent2,12/09/22 19:37,118
GateB_TicketAgent3,12/09/22 19:37,104
GateA_TicketAgent3,12/09/22 19:37,118
GateC_TicketAgent3,12/09/22 19:37,137
GateB_TicketAgent1,12/09/22 19:37,131
GateB_TicketAgent2,12/09/22 19:37,103
GateC_TicketAgent1,12/09/22 19:37,133
GateD_TicketAgent3,12/09/22 19:37,131
GateD_TicketAgent1,12/09/22 19:37,129
GateA_TicketAgent2,12/09/22 19:37,117
GateC_TicketAgent2,12/09/22 19:37,135
GateB_TicketAgent3,12/09/22 19:37,111
GateB_TicketAgent1,12/09/22 19:37,111
GateA_TicketAgent3,12/09/22 19:37,116
GateA_TicketAgent1,12/09/22 19:37,117
GateD_TicketAgent1,12/09/22 19:37,129
GateA_TicketAgent2,12/09/22 19:37,138
GateD_TicketAgent2,12/09/22 19:38,137
GateB_TicketAgent1,12/09/22 19:38,112
GateB_TicketAgent3,12/09/22 19:38,123
GateA_TicketAgent3,12/09/22 19:38,125
GateA_TicketAgent1,12/09/22 19:38,105
GateA_TicketAgent2,12/09/22 19:38,114
GateB_TicketAgent3,12/09/22 19:38,138
GateB_TicketAgent1,12/09/22 19:38,105
GateC_TicketAgent3,12/09/22 19:38,101
GateB_TicketAgent2,12/09/22 19:38,139
GateA_TicketAgent3,12/09/22 19:38,131
GateA_TicketAgent1,12/09/22 19:38,110
GateC_TicketAgent1,12/09/22 19:38,120
GateD_TicketAgent1,12/09/22 19:38,130
GateA_TicketAgent2,12/09/22 19:38,119
GateD_TicketAgent3,12/09/22 19:38,128
GateD_TicketAgent2,12/09/22 19:38,131
GateB_TicketAgent3,12/09/22 19:38,114
GateB_TicketAgent2,12/09/22 19:38,109
GateA_TicketAgent3,12/09/22 19:38,126
GateC_TicketAgent2,12/09/22 19:38,129
GateD_TicketAgent1,12/09/22 19:38,129
GateA_TicketAgent1,12/09/22 19:38,109
GateA_TicketAgent2,12/09/22 19:38,123
GateB_TicketAgent1,12/09/22 19:38,101
GateD_TicketAgent2,12/09/22 19:38,129
GateB_TicketAgent3,12/09/22 19:38,102
GateC_TicketAgent3,12/09/22 19:38,136
GateB_TicketAgent2,12/09/22 19:38,141
GateD_TicketAgent1,12/09/22 19:38,117
GateA_TicketAgent1,12/09/22 19:38,108
GateC_TicketAgent1,12/09/22 19:38,103
GateA_TicketAgent2,12/09/22 19:38,122
GateD_TicketAgent3,12/09/22 19:38,116
GateB_TicketAgent1,12/09/22 19:38,106
GateA_TicketAgent3,12/09/22 19:38,105
GateD_TicketAgent2,12/09/22 19:38,104
GateB_TicketAgent2,12/09/22 19:38,136
GateC_TicketAgent2,12/09/22 19:38,139
GateC_TicketAgent1,12/09/22 19:38,134
GateD_TicketAgent1,12/09/22 19:38,128
GateA_TicketAgent1,12/09/22 19:38,124
GateB_TicketAgent3,12/09/22 19:38,101
GateA_TicketAgent2,12/09/22 19:38,104
GateB_TicketAgent2,12/09/22 19:38,105
GateC_TicketAgent3,12/09/22 19:38,130
GateD_TicketAgent1,12/09/22 19:38,105
GateB_TicketAgent3,12/09/22 19:38,110
GateC_TicketAgent1,12/09/22 19:38,129
GateA_TicketAgent2,12/09/22 19:38,123
GateD_TicketAgent3,12/09/22 19:38,140
GateB_TicketAgent1,12/09/22 19:38,127
GateA_TicketAgent3,12/09/22 19:38,129
GateD_TicketAgent2,12/09/22 19:38,121
GateB_TicketAgent2,12/09/22 19:38,116
GateC_TicketAgent3,12/09/22 19:38,102
GateC_TicketAgent2,12/09/22 19:38,112
GateA_TicketAgent1,12/09/22 19:38,135
GateD_TicketAgent1,12/09/22 19:38,104
GateC_TicketAgent1,12/09/22 19:38,141
GateB_TicketAgent1,12/09/22 19:38,100
GateA_TicketAgent2,12/09/22 19:38,128
GateD_TicketAgent2,12/09/22 19:38,128
GateC_TicketAgent2,12/09/22 19:38,127
GateA_TicketAgent3,12/09/22 19:38,123
GateA_TicketAgent1,12/09/22 19:38,125
GateD_TicketAgent1,12/09/22 19:38,125
GateC_TicketAgent3,12/09/22 19:38,102
GateC_TicketAgent1,12/09/22 19:38,130
GateB_TicketAgent1,12/09/22 19:38,136
GateA_TicketAgent2,12/09/22 19:38,105
GateC_TicketAgent2,12/09/22 19:39,100
GateB_TicketAgent2,12/09/22 19:39,110
GateA_TicketAgent3,12/09/22 19:39,108
GateB_TicketAgent1,12/09/22 19:39,115
GateD_TicketAgent3,12/09/22 19:39,129
GateA_TicketAgent2,12/09/22 19:39,129
GateB_TicketAgent3,12/09/22 19:39,115
GateA_TicketAgent1,12/09/22 19:39,124
GateB_TicketAgent1,12/09/22 19:39,122
GateA_TicketAgent2,12/09/22 19:39,122
GateC_TicketAgent1,12/09/22 19:39,133
GateB_TicketAgent2,12/09/22 19:39,140
GateA_TicketAgent3,12/09/22 19:39,126
GateB_TicketAgent3,12/09/22 19:39,126
GateD_TicketAgent1,12/09/22 19:39,137
GateB_TicketAgent1,12/09/22 19:39,110
GateA_TicketAgent2,12/09/22 19:39,131
GateD_TicketAgent2,12/09/22 19:39,141
GateC_TicketAgent2,12/09/22 19:39,134
GateB_TicketAgent2,12/09/22 19:39,130
GateA_TicketAgent3,12/09/22 19:39,104
GateB_TicketAgent3,12/09/22 19:39,105
GateA_TicketAgent1,12/09/22 19:39,118
GateC_TicketAgent3,12/09/22 19:39,130
GateD_TicketAgent3,12/09/22 19:39,134
GateB_TicketAgent1,12/09/22 19:39,112
GateC_TicketAgent1,12/09/22 19:39,109
GateA_TicketAgent2,12/09/22 19:39,121
GateA_TicketAgent3,12/09/22 19:39,120
GateD_TicketAgent2,12/09/22 19:39,129
GateB_TicketAgent3,12/09/22 19:39,107
GateA_TicketAgent1,12/09/22 19:39,122
GateB_TicketAgent1,12/09/22 19:39,109
GateD_TicketAgent1,12/09/22 19:39,131
GateC_TicketAgent1,12/09/22 19:39,138
GateB_TicketAgent2,12/09/22 19:39,111
GateA_TicketAgent2,12/09/22 19:39,124
GateC_TicketAgent2,12/09/22 19:39,112
GateD_TicketAgent2,12/09/22 19:39,111
GateA_TicketAgent1,12/09/22 19:39,138
GateA_TicketAgent3,12/09/22 19:39,126
GateB_TicketAgent1,12/09/22 19:39,132
GateB_TicketAgent3,12/09/22 19:39,109
GateD_TicketAgent3,12/09/22 19:39,119
GateD_TicketAgent1,12/09/22 19:39,103
GateC_TicketAgent3,12/09/22 19:39,128
GateB_TicketAgent2,12/09/22 19:39,111
GateA_TicketAgent2,12/09/22 19:39,123
GateC_TicketAgent1,12/09/22 19:39,138
GateA_TicketAgent1,12/09/22 19:39,125
GateD_TicketAgent2,12/09/22 19:39,140
GateB_TicketAgent1,12/09/22 19:39,112
GateB_TicketAgent3,12/09/22 19:39,101
GateA_TicketAgent3,12/09/22 19:39,133
GateD_TicketAgent1,12/09/22 19:39,133
GateB_TicketAgent2,12/09/22 19:39,136
GateA_TicketAgent2,12/09/22 19:39,115
GateC_TicketAgent2,12/09/22 19:39,130
GateD_TicketAgent2,12/09/22 19:39,117
GateB_TicketAgent1,12/09/22 19:39,121
GateD_TicketAgent3,12/09/22 19:39,123
GateA_TicketAgent1,12/09/22 19:39,121
GateB_TicketAgent3,12/09/22 19:39,141
GateD_TicketAgent1,12/09/22 19:39,139
GateC_TicketAgent3,12/09/22 19:39,139
GateB_TicketAgent2,12/09/22 19:39,125
GateB_TicketAgent1,12/09/22 19:40,101
GateA_TicketAgent1,12/09/22 19:40,117
GateB_TicketAgent3,12/09/22 19:40,110
GateC_TicketAgent1,12/09/22 19:40,106
GateA_TicketAgent3,12/09/22 19:40,121
GateB_TicketAgent2,12/09/22 19:40,133
GateD_TicketAgent2,12/09/22 19:40,128
GateC_TicketAgent1,12/09/22 19:40,133
GateA_TicketAgent1,12/09/22 19:40,130
GateD_TicketAgent1,12/09/22 19:40,130
GateB_TicketAgent2,12/09/22 19:40,135
GateA_TicketAgent3,12/09/22 19:40,119
GateA_TicketAgent2,12/09/22 19:40,121
GateC_TicketAgent3,12/09/22 19:40,117
GateB_TicketAgent1,12/09/22 19:40,102
GateC_TicketAgent2,12/09/22 19:40,102
GateA_TicketAgent1,12/09/22 19:40,129
GateB_TicketAgent3,12/09/22 19:40,110
GateC_TicketAgent1,12/09/22 19:40,104
GateD_TicketAgent1,12/09/22 19:40,138
GateB_TicketAgent2,12/09/22 19:40,123
GateA_TicketAgent3,12/09/22 19:40,122
GateA_TicketAgent2,12/09/22 19:40,124
GateC_TicketAgent3,12/09/22 19:40,106
GateD_TicketAgent3,12/09/22 19:40,115
GateC_TicketAgent2,12/09/22 19:40,125
GateA_TicketAgent1,12/09/22 19:40,120
GateB_TicketAgent3,12/09/22 19:40,112
GateC_TicketAgent1,12/09/22 19:40,140
GateB_TicketAgent2,12/09/22 19:40,104
GateA_TicketAgent2,12/09/22 19:40,121
GateD_TicketAgent2,12/09/22 19:40,119
GateC_TicketAgent3,12/09/22 19:40,141
GateD_TicketAgent1,12/09/22 19:40,128
GateB_TicketAgent1,12/09/22 19:40,106
GateC_TicketAgent2,12/09/22 19:40,109
GateA_TicketAgent3,12/09/22 19:40,121
GateA_TicketAgent1,12/09/22 19:40,123
GateB_TicketAgent3,12/09/22 19:40,101
GateC_TicketAgent1,12/09/22 19:40,137
GateA_TicketAgent2,12/09/22 19:40,102
GateB_TicketAgent1,12/09/22 19:40,109
GateC_TicketAgent2,12/09/22 19:40,102
GateA_TicketAgent3,12/09/22 19:40,122
GateC_TicketAgent1,12/09/22 19:40,101
GateA_TicketAgent1,12/09/22 19:40,124
GateB_TicketAgent3,12/09/22 19:40,105
GateB_TicketAgent2,12/09/22 19:40,134
GateD_TicketAgent2,12/09/22 19:40,130
GateA_TicketAgent2,12/09/22 19:40,135
GateC_TicketAgent3,12/09/22 19:40,107
GateD_TicketAgent1,12/09/22 19:40,137
GateC_TicketAgent2,12/09/22 19:40,137
GateD_TicketAgent3,12/09/22 19:40,105
GateA_TicketAgent1,12/09/22 19:40,124
GateB_TicketAgent3,12/09/22 19:40,101
GateC_TicketAgent1,12/09/22 19:40,140
GateB_TicketAgent2,12/09/22 19:40,132
GateD_TicketAgent2,12/09/22 19:40,128
GateA_TicketAgent2,12/09/22 19:40,131
GateD_TicketAgent1,12/09/22 19:40,135
GateC_TicketAgent2,12/09/22 19:40,133
GateD_TicketAgent3,12/09/22 19:40,131
GateC_TicketAgent1,12/09/22 19:40,130
GateA_TicketAgent1,12/09/22 19:40,123
GateB_TicketAgent2,12/09/22 19:40,138
GateD_TicketAgent1,12/09/22 19:40,109
GateB_TicketAgent1,12/09/22 19:40,127
GateA_TicketAgent2,12/09/22 19:40,111
GateB_TicketAgent3,12/09/22 19:40,117
GateA_TicketAgent3,12/09/22 19:40,106
GateC_TicketAgent2,12/09/22 19:41,140
GateA_TicketAgent1,12/09/22 19:41,115
GateC_TicketAgent1,12/09/22 19:41,102
GateB_TicketAgent1,12/09/22 19:41,110
GateD_TicketAgent2,12/09/22 19:41,130
GateA_TicketAgent2,12/09/22 19:41,105
GateB_TicketAgent3,12/09/22 19:41,105
GateA_TicketAgent3,12/09/22 19:41,118
GateC_TicketAgent2,12/09/22 19:41,106
GateC_TicketAgent1,12/09/22 19:41,130
GateD_TicketAgent1,12/09/22 19:41,106
GateA_TicketAgent1,12/09/22 19:41,121
GateB_TicketAgent2,12/09/22 19:41,128
GateB_TicketAgent1,12/09/22 19:41,110
GateC_TicketAgent3,12/09/22 19:41,140
GateB_TicketAgent3,12/09/22 19:41,133
GateC_TicketAgent2,12/09/22 19:41,102
GateD_TicketAgent3,12/09/22 19:41,128
GateD_TicketAgent1,12/09/22 19:41,129
GateA_TicketAgent1,12/09/22 19:41,118
GateB_TicketAgent2,12/09/22 19:41,118
GateC_TicketAgent1,12/09/22 19:41,101
GateB_TicketAgent1,12/09/22 19:41,117
GateD_TicketAgent2,12/09/22 19:41,127
GateC_TicketAgent3,12/09/22 19:41,111
GateA_TicketAgent2,12/09/22 19:41,121
GateB_TicketAgent3,12/09/22 19:41,126
GateA_TicketAgent3,12/09/22 19:41,127
GateC_TicketAgent2,12/09/22 19:41,104
GateC_TicketAgent1,12/09/22 19:41,108
GateB_TicketAgent1,12/09/22 19:41,139
GateA_TicketAgent1,12/09/22 19:41,128
GateA_TicketAgent2,12/09/22 19:41,105
GateC_TicketAgent3,12/09/22 19:41,109
GateB_TicketAgent3,12/09/22 19:41,110
GateA_TicketAgent3,12/09/22 19:41,101
GateC_TicketAgent2,12/09/22 19:41,100
GateD_TicketAgent3,12/09/22 19:41,130
GateB_TicketAgent2,12/09/22 19:41,118
GateB_TicketAgent1,12/09/22 19:41,118
GateA_TicketAgent1,12/09/22 19:41,120
GateC_TicketAgent1,12/09/22 19:41,138
GateA_TicketAgent2,12/09/22 19:41,116
GateB_TicketAgent3,12/09/22 19:41,139
GateA_TicketAgent3,12/09/22 19:41,111
GateC_TicketAgent2,12/09/22 19:41,138
GateB_TicketAgent2,12/09/22 19:41,133
GateD_TicketAgent1,12/09/22 19:41,129
GateB_TicketAgent1,12/09/22 19:41,123
GateC_TicketAgent1,12/09/22 19:41,106
GateA_TicketAgent1,12/09/22 19:41,135
GateA_TicketAgent2,12/09/22 19:41,137
GateC_TicketAgent3,12/09/22 19:41,108
GateD_TicketAgent3,12/09/22 19:41,141
GateB_TicketAgent2,12/09/22 19:41,112
GateD_TicketAgent2,12/09/22 19:41,131
GateB_TicketAgent1,12/09/22 19:41,135
GateD_TicketAgent1,12/09/22 19:41,109
GateA_TicketAgent1,12/09/22 19:41,116
GateC_TicketAgent1,12/09/22 19:41,100
GateA_TicketAgent2,12/09/22 19:41,124
GateB_TicketAgent3,12/09/22 19:41,128
GateA_TicketAgent3,12/09/22 19:41,119
GateC_TicketAgent2,12/09/22 19:41,135
GateD_TicketAgent2,12/09/22 19:41,106
GateD_TicketAgent1,12/09/22 19:41,107
GateB_TicketAgent1,12/09/22 19:41,124
GateC_TicketAgent1,12/09/22 19:41,134
GateA_TicketAgent1,12/09/22 19:41,106
GateB_TicketAgent3,12/09/22 19:41,137
GateA_TicketAgent2,12/09/22 19:41,117
