ConcessionStand,TransactionID,TransactionTime,Item,Quantity
Concession5,10284241,12/09/22 21:00,Hotdog,1
Concession5,10284241,12/09/22 21:00,Hamburger,1
Concession5,10284241,12/09/22 21:00,PizzaSlice,2
Concession5,10284241,12/09/22 21:00,Fries,1
Concession7,10284242,12/09/22 21:00,BottledWater,1
Concession7,10284242,12/09/22 21:00,Fries,1
Concession6,10284243,12/09/22 21:00,Hotdog,1
Concession6,10284243,12/09/22 21:00,Fries,1
Concession7,10284244,12/09/22 21:00,BottledWater,3
Concession7,10284244,12/09/22 21:00,Beer,1
Concession3,10284245,12/09/22 21:00,BottledWater,1
Concession3,10284245,12/09/22 21:00,Beer,1
Concession3,10284245,12/09/22 21:00,Hotdog,4
Concession3,10284245,12/09/22 21:00,Hamburger,3
Concession3,10284245,12/09/22 21:00,PizzaSlice,1
Concession7,10284246,12/09/22 21:00,Hotdog,2
Concession7,10284246,12/09/22 21:00,PizzaSlice,1
Concession7,10284246,12/09/22 21:00,Fries,1
Concession1,10284247,12/09/22 21:00,BottledWater,1
Concession1,10284247,12/09/22 21:00,Beer,1
Concession1,10284247,12/09/22 21:00,Hamburger,1
Concession1,10284247,12/09/22 21:00,PizzaSlice,1
Concession2,10284248,12/09/22 21:00,BottledWater,3
Concession2,10284248,12/09/22 21:00,Hotdog,1
Concession2,10284248,12/09/22 21:00,PizzaSlice,1
Concession4,10284249,12/09/22 21:00,Beer,1
Concession5,10284250,12/09/22 21:00,BottledWater,2
Concession5,10284250,12/09/22 21:00,SoftDrink,1
Concession5,10284250,12/09/22 21:00,Beer,2
Concession5,10284250,12/09/22 21:00,Hotdog,3
Concession5,10284250,12/09/22 21:00,Hamburger,1
Concession5,10284250,12/09/22 21:00,Fries,1
Concession2,10284251,12/09/22 21:00,Beer,2
Concession3,10284252,12/09/22 21:00,Beer,2
Concession6,10284253,12/09/22 21:00,BottledWater,1
Concession6,10284253,12/09/22 21:00,SoftDrink,1
Concession6,10284253,12/09/22 21:00,Beer,1
Concession6,10284253,12/09/22 21:00,Hotdog,5
Concession6,10284253,12/09/22 21:00,PizzaSlice,1
Concession6,10284253,12/09/22 21:00,Fries,1
Concession1,10284254,12/09/22 21:00,BottledWater,1
Concession1,10284254,12/09/22 21:00,SoftDrink,1
Concession1,10284254,12/09/22 21:00,Hotdog,5
Concession1,10284254,12/09/22 21:00,Hamburger,1
Concession1,10284254,12/09/22 21:00,Fries,1
Concession7,10284255,12/09/22 21:00,BottledWater,1
Concession7,10284255,12/09/22 21:00,SoftDrink,2
Concession7,10284255,12/09/22 21:00,Beer,1
Concession2,10284256,12/09/22 21:00,BottledWater,1
Concession2,10284256,12/09/22 21:00,SoftDrink,1
Concession2,10284256,12/09/22 21:00,Hotdog,4
Concession2,10284256,12/09/22 21:00,Hamburger,1
Concession2,10284256,12/09/22 21:00,PizzaSlice,1
Concession8,10284257,12/09/22 21:00,BottledWater,1
Concession8,10284257,12/09/22 21:00,Beer,1
Concession8,10284257,12/09/22 21:00,Hotdog,3
Concession8,10284257,12/09/22 21:00,PizzaSlice,2
Concession3,10284258,12/09/22 21:00,Beer,2
Concession2,10284259,12/09/22 21:00,BottledWater,1
Concession2,10284259,12/09/22 21:00,SoftDrink,1
Concession2,10284259,12/09/22 21:00,Beer,1
Concession4,10284260,12/09/22 21:00,Beer,2
Concession3,10284261,12/09/22 21:00,Hotdog,1
Concession3,10284261,12/09/22 21:00,Hamburger,2
Concession3,10284261,12/09/22 21:00,PizzaSlice,1
Concession6,10284262,12/09/22 21:00,BottledWater,1
Concession6,10284262,12/09/22 21:00,Beer,1
Concession6,10284262,12/09/22 21:00,Hotdog,1
Concession6,10284262,12/09/22 21:00,PizzaSlice,1
Concession6,10284263,12/09/22 21:00,Beer,2
Concession6,10284264,12/09/22 21:01,Hotdog,1
Concession7,10284265,12/09/22 21:01,BottledWater,1
Concession7,10284265,12/09/22 21:01,Beer,2
Concession7,10284265,12/09/22 21:01,Hotdog,1
Concession7,10284265,12/09/22 21:01,PizzaSlice,1
Concession8,10284266,12/09/22 21:01,Hotdog,1
Concession8,10284266,12/09/22 21:01,Hamburger,1
Concession8,10284266,12/09/22 21:01,Fries,1
Concession4,10284267,12/09/22 21:01,BottledWater,1
Concession4,10284267,12/09/22 21:01,Beer,2
Concession1,10284268,12/09/22 21:01,BottledWater,2
Concession1,10284268,12/09/22 21:01,SoftDrink,1
Concession1,10284268,12/09/22 21:01,Hotdog,1
Concession1,10284268,12/09/22 21:01,Hamburger,1
Concession1,10284268,12/09/22 21:01,PizzaSlice,3
Concession1,10284269,12/09/22 21:01,Beer,1
Concession1,10284269,12/09/22 21:01,Hamburger,1
Concession1,10284269,12/09/22 21:01,PizzaSlice,1
Concession4,10284270,12/09/22 21:01,Beer,2
Concession4,10284270,12/09/22 21:01,Hotdog,1
Concession4,10284270,12/09/22 21:01,Hamburger,2
Concession4,10284270,12/09/22 21:01,PizzaSlice,2
Concession7,10284271,12/09/22 21:01,BottledWater,2
Concession7,10284271,12/09/22 21:01,SoftDrink,1
Concession7,10284271,12/09/22 21:01,Beer,1
Concession7,10284271,12/09/22 21:01,Hotdog,1
Concession6,10284272,12/09/22 21:01,BottledWater,1
Concession6,10284272,12/09/22 21:01,SoftDrink,1
Concession6,10284272,12/09/22 21:01,Hotdog,3
Concession6,10284272,12/09/22 21:01,Fries,1
Concession2,10284273,12/09/22 21:01,BottledWater,1
Concession2,10284273,12/09/22 21:01,SoftDrink,1
Concession2,10284274,12/09/22 21:01,BottledWater,2
Concession3,10284275,12/09/22 21:01,BottledWater,2
Concession3,10284275,12/09/22 21:01,Beer,2
Concession3,10284275,12/09/22 21:01,Hotdog,1
Concession3,10284275,12/09/22 21:01,Hamburger,1
Concession3,10284275,12/09/22 21:01,PizzaSlice,1
Concession3,10284276,12/09/22 21:01,BottledWater,1
Concession3,10284276,12/09/22 21:01,Beer,2
Concession3,10284276,12/09/22 21:01,Hotdog,2
Concession3,10284276,12/09/22 21:01,Hamburger,1
Concession3,10284276,12/09/22 21:01,PizzaSlice,1
Concession7,10284277,12/09/22 21:01,SoftDrink,1
Concession7,10284277,12/09/22 21:01,Beer,2
Concession7,10284277,12/09/22 21:01,Hotdog,1
Concession7,10284277,12/09/22 21:01,PizzaSlice,1
Concession4,10284278,12/09/22 21:01,Hamburger,1
Concession4,10284278,12/09/22 21:01,PizzaSlice,1
Concession1,10284279,12/09/22 21:01,BottledWater,2
Concession4,10284280,12/09/22 21:01,Beer,2
Concession5,10284282,12/09/22 21:01,BottledWater,1
Concession5,10284282,12/09/22 21:01,Hamburger,1
Concession5,10284282,12/09/22 21:01,PizzaSlice,2
Concession5,10284282,12/09/22 21:01,Fries,1
Concession2,10284283,12/09/22 21:01,BottledWater,2
Concession6,10284284,12/09/22 21:01,BottledWater,1
Concession6,10284284,12/09/22 21:01,Beer,1
Concession6,10284284,12/09/22 21:01,Hamburger,1
Concession6,10284284,12/09/22 21:01,PizzaSlice,1
Concession5,10284285,12/09/22 21:01,BottledWater,2
Concession5,10284285,12/09/22 21:01,Beer,1
Concession2,10284286,12/09/22 21:02,BottledWater,1
Concession2,10284286,12/09/22 21:02,Beer,1
Concession6,10284287,12/09/22 21:02,Hotdog,1
Concession6,10284287,12/09/22 21:02,PizzaSlice,1
Concession1,10284288,12/09/22 21:02,BottledWater,1
Concession1,10284288,12/09/22 21:02,Hamburger,1
Concession1,10284288,12/09/22 21:02,PizzaSlice,1
Concession1,10284288,12/09/22 21:02,Fries,1
Concession4,10284289,12/09/22 21:02,Hotdog,1
Concession4,10284289,12/09/22 21:02,Hamburger,3
Concession4,10284289,12/09/22 21:02,Fries,1
Concession8,10284290,12/09/22 21:02,Hotdog,1
Concession8,10284290,12/09/22 21:02,PizzaSlice,1
Concession8,10284290,12/09/22 21:02,Fries,1
Concession7,10284291,12/09/22 21:02,BottledWater,3
Concession7,10284291,12/09/22 21:02,Beer,1
Concession1,10284292,12/09/22 21:02,BottledWater,3
Concession1,10284292,12/09/22 21:02,SoftDrink,1
Concession1,10284292,12/09/22 21:02,Hotdog,1
Concession1,10284292,12/09/22 21:02,Fries,1
Concession2,10284293,12/09/22 21:02,BottledWater,1
Concession2,10284293,12/09/22 21:02,Beer,1
Concession2,10284293,12/09/22 21:02,Hotdog,2
Concession2,10284293,12/09/22 21:02,Hamburger,1
Concession2,10284293,12/09/22 21:02,PizzaSlice,1
Concession8,10284294,12/09/22 21:02,BottledWater,3
Concession8,10284294,12/09/22 21:02,Beer,1
Concession8,10284294,12/09/22 21:02,Hotdog,3
Concession8,10284294,12/09/22 21:02,PizzaSlice,1
Concession3,10284295,12/09/22 21:02,BottledWater,1
Concession3,10284295,12/09/22 21:02,Beer,1
Concession3,10284295,12/09/22 21:02,Hamburger,1
Concession2,10284296,12/09/22 21:02,Beer,1
Concession2,10284296,12/09/22 21:02,Hotdog,1
Concession2,10284296,12/09/22 21:02,PizzaSlice,2
Concession4,10284297,12/09/22 21:02,BottledWater,1
Concession4,10284297,12/09/22 21:02,Beer,2
Concession4,10284297,12/09/22 21:02,Hotdog,1
Concession4,10284297,12/09/22 21:02,Hamburger,1
Concession4,10284297,12/09/22 21:02,PizzaSlice,1
Concession8,10284298,12/09/22 21:02,Hotdog,1
Concession8,10284298,12/09/22 21:02,PizzaSlice,1
Concession7,10284299,12/09/22 21:02,BottledWater,1
Concession7,10284299,12/09/22 21:02,Beer,1
Concession7,10284299,12/09/22 21:02,Hotdog,1
Concession7,10284299,12/09/22 21:02,PizzaSlice,2
Concession7,10284299,12/09/22 21:02,Fries,1
Concession5,10284300,12/09/22 21:02,BottledWater,2
Concession5,10284300,12/09/22 21:02,Beer,2
Concession4,10284301,12/09/22 21:02,Beer,2
Concession7,10284302,12/09/22 21:02,BottledWater,1
Concession7,10284302,12/09/22 21:02,SoftDrink,1
Concession7,10284302,12/09/22 21:02,Beer,2
Concession7,10284302,12/09/22 21:02,PizzaSlice,2
Concession7,10284302,12/09/22 21:02,Fries,1
Concession6,10284303,12/09/22 21:02,BottledWater,1
Concession6,10284303,12/09/22 21:02,Beer,1
Concession5,10284304,12/09/22 21:02,Beer,2
Concession5,10284304,12/09/22 21:02,Hamburger,1
Concession5,10284304,12/09/22 21:02,PizzaSlice,4
Concession5,10284304,12/09/22 21:02,Fries,1
Concession2,10284305,12/09/22 21:02,BottledWater,2
Concession8,10284306,12/09/22 21:02,BottledWater,3
Concession8,10284306,12/09/22 21:02,SoftDrink,1
Concession8,10284306,12/09/22 21:02,Hotdog,2
Concession8,10284306,12/09/22 21:02,Hamburger,1
Concession8,10284306,12/09/22 21:02,Fries,2
Concession5,10284307,12/09/22 21:02,Hotdog,1
Concession5,10284307,12/09/22 21:02,PizzaSlice,3
Concession1,10284308,12/09/22 21:02,Hotdog,1
Concession1,10284308,12/09/22 21:02,Hamburger,1
Concession1,10284308,12/09/22 21:02,PizzaSlice,1
Concession1,10284309,12/09/22 21:02,BottledWater,1
Concession1,10284309,12/09/22 21:02,Hamburger,1
Concession1,10284309,12/09/22 21:02,PizzaSlice,1
Concession1,10284309,12/09/22 21:02,Fries,1
Concession7,10284310,12/09/22 21:02,Hotdog,1
Concession7,10284310,12/09/22 21:02,Hamburger,2
Concession7,10284310,12/09/22 21:02,PizzaSlice,4
Concession7,10284310,12/09/22 21:02,Fries,1
Concession6,10284311,12/09/22 21:02,Beer,1
Concession6,10284311,12/09/22 21:02,Hotdog,3
Concession6,10284311,12/09/22 21:02,PizzaSlice,1
Concession6,10284311,12/09/22 21:02,Fries,1
Concession8,10284312,12/09/22 21:02,Beer,1
Concession8,10284312,12/09/22 21:02,Hamburger,1
Concession8,10284312,12/09/22 21:02,PizzaSlice,2
Concession8,10284312,12/09/22 21:02,Fries,1
Concession2,10284313,12/09/22 21:03,Hamburger,1
Concession2,10284313,12/09/22 21:03,PizzaSlice,1
Concession8,10284314,12/09/22 21:03,Hotdog,2
Concession3,10284315,12/09/22 21:03,Beer,1
Concession2,10284316,12/09/22 21:03,BottledWater,1
Concession6,10284317,12/09/22 21:03,BottledWater,1
Concession6,10284317,12/09/22 21:03,Beer,2
Concession4,10284318,12/09/22 21:03,Beer,1
Concession4,10284318,12/09/22 21:03,Hotdog,1
Concession4,10284318,12/09/22 21:03,Hamburger,1
Concession4,10284318,12/09/22 21:03,PizzaSlice,1
Concession6,10284319,12/09/22 21:03,BottledWater,2
Concession6,10284319,12/09/22 21:03,Beer,1
Concession6,10284319,12/09/22 21:03,Hotdog,1
Concession6,10284319,12/09/22 21:03,Fries,1
Concession7,10284320,12/09/22 21:03,BottledWater,2
Concession7,10284320,12/09/22 21:03,Hotdog,1
Concession7,10284320,12/09/22 21:03,PizzaSlice,1
Concession7,10284320,12/09/22 21:03,Fries,1
Concession2,10284321,12/09/22 21:03,Hotdog,1
Concession2,10284321,12/09/22 21:03,PizzaSlice,1
Concession2,10284321,12/09/22 21:03,Fries,1
Concession1,10284322,12/09/22 21:03,SoftDrink,2
Concession1,10284322,12/09/22 21:03,Beer,1
Concession1,10284322,12/09/22 21:03,Hotdog,1
Concession1,10284322,12/09/22 21:03,Hamburger,1
Concession1,10284323,12/09/22 21:03,BottledWater,1
Concession1,10284323,12/09/22 21:03,Beer,1
Concession4,10284324,12/09/22 21:03,SoftDrink,1
Concession4,10284324,12/09/22 21:03,Beer,2
Concession5,10284325,12/09/22 21:03,BottledWater,1
Concession5,10284325,12/09/22 21:03,Beer,1
Concession5,10284325,12/09/22 21:03,Hamburger,1
Concession5,10284325,12/09/22 21:03,PizzaSlice,1
Concession2,10284326,12/09/22 21:03,BottledWater,1
Concession2,10284326,12/09/22 21:03,SoftDrink,1
Concession3,10284327,12/09/22 21:03,Beer,1
Concession3,10284327,12/09/22 21:03,Hotdog,1
Concession3,10284327,12/09/22 21:03,Hamburger,1
Concession3,10284327,12/09/22 21:03,PizzaSlice,2
Concession5,10284328,12/09/22 21:03,BottledWater,1
Concession5,10284328,12/09/22 21:03,Beer,1
Concession5,10284328,12/09/22 21:03,Hotdog,1
Concession5,10284328,12/09/22 21:03,Hamburger,1
Concession5,10284328,12/09/22 21:03,PizzaSlice,3
Concession5,10284328,12/09/22 21:03,Fries,1
Concession6,10284329,12/09/22 21:03,BottledWater,1
Concession6,10284329,12/09/22 21:03,SoftDrink,1
Concession6,10284329,12/09/22 21:03,Hotdog,1
Concession5,10284330,12/09/22 21:03,BottledWater,2
Concession5,10284330,12/09/22 21:03,Beer,1
Concession5,10284330,12/09/22 21:03,Hotdog,1
Concession5,10284330,12/09/22 21:03,Hamburger,1
Concession5,10284330,12/09/22 21:03,PizzaSlice,3
Concession5,10284330,12/09/22 21:03,Fries,1
Concession4,10284331,12/09/22 21:03,BottledWater,1
Concession4,10284331,12/09/22 21:03,SoftDrink,1
Concession3,10284332,12/09/22 21:03,BottledWater,1
Concession3,10284332,12/09/22 21:03,Beer,1
Concession1,10284333,12/09/22 21:03,BottledWater,2
Concession1,10284333,12/09/22 21:03,SoftDrink,1
Concession3,10284334,12/09/22 21:03,Beer,2
Concession7,10284335,12/09/22 21:03,BottledWater,1
Concession7,10284335,12/09/22 21:03,Beer,1
Concession7,10284335,12/09/22 21:03,Hotdog,2
Concession7,10284335,12/09/22 21:03,PizzaSlice,1
Concession7,10284335,12/09/22 21:03,Fries,1
Concession3,10284336,12/09/22 21:03,BottledWater,1
Concession3,10284336,12/09/22 21:03,Beer,1
Concession3,10284336,12/09/22 21:03,Hotdog,2
Concession3,10284336,12/09/22 21:03,Hamburger,1
Concession3,10284336,12/09/22 21:03,PizzaSlice,1
Concession2,10284337,12/09/22 21:03,SoftDrink,3
Concession2,10284337,12/09/22 21:03,Beer,2
Concession2,10284337,12/09/22 21:03,Hamburger,1
Concession2,10284337,12/09/22 21:03,PizzaSlice,1
Concession1,10284338,12/09/22 21:03,Hotdog,2
Concession1,10284338,12/09/22 21:03,Hamburger,1
Concession1,10284338,12/09/22 21:03,PizzaSlice,1
Concession8,10284339,12/09/22 21:04,BottledWater,1
Concession8,10284339,12/09/22 21:04,Beer,1
Concession8,10284339,12/09/22 21:04,Hotdog,1
Concession8,10284339,12/09/22 21:04,Hamburger,1
Concession2,10284340,12/09/22 21:04,Hamburger,1
Concession2,10284340,12/09/22 21:04,PizzaSlice,1
Concession2,10284340,12/09/22 21:04,Fries,1
Concession2,10284341,12/09/22 21:04,SoftDrink,1
Concession2,10284341,12/09/22 21:04,Hamburger,1
Concession2,10284341,12/09/22 21:04,PizzaSlice,1
Concession4,10284342,12/09/22 21:04,BottledWater,2
Concession4,10284342,12/09/22 21:04,Beer,2
Concession1,10284343,12/09/22 21:04,Hamburger,1
Concession1,10284343,12/09/22 21:04,PizzaSlice,1
Concession8,10284344,12/09/22 21:04,BottledWater,1
Concession2,10284345,12/09/22 21:04,BottledWater,2
Concession2,10284345,12/09/22 21:04,Beer,1
Concession7,10284346,12/09/22 21:04,SoftDrink,3
Concession7,10284346,12/09/22 21:04,Beer,1
Concession7,10284346,12/09/22 21:04,PizzaSlice,2
Concession7,10284346,12/09/22 21:04,Fries,1
Concession8,10284347,12/09/22 21:04,SoftDrink,1
Concession8,10284347,12/09/22 21:04,Hotdog,4
Concession8,10284347,12/09/22 21:04,PizzaSlice,3
Concession7,10284348,12/09/22 21:04,BottledWater,2
Concession7,10284348,12/09/22 21:04,SoftDrink,1
Concession7,10284348,12/09/22 21:04,Beer,1
Concession3,10284349,12/09/22 21:04,BottledWater,1
Concession3,10284349,12/09/22 21:04,Beer,2
Concession4,10284350,12/09/22 21:04,BottledWater,1
Concession4,10284350,12/09/22 21:04,Beer,1
Concession4,10284350,12/09/22 21:04,Hotdog,1
Concession4,10284350,12/09/22 21:04,Hamburger,3
Concession4,10284350,12/09/22 21:04,PizzaSlice,1
Concession6,10284351,12/09/22 21:04,BottledWater,2
Concession6,10284351,12/09/22 21:04,Beer,1
Concession6,10284351,12/09/22 21:04,Fries,2
Concession5,10284352,12/09/22 21:04,BottledWater,3
Concession5,10284352,12/09/22 21:04,SoftDrink,1
Concession5,10284352,12/09/22 21:04,Beer,2
Concession8,10284353,12/09/22 21:04,Beer,1
Concession8,10284353,12/09/22 21:04,Hamburger,1
Concession8,10284353,12/09/22 21:04,PizzaSlice,1
Concession8,10284353,12/09/22 21:04,Fries,1
Concession6,10284355,12/09/22 21:04,BottledWater,2
Concession6,10284355,12/09/22 21:04,Beer,1
Concession6,10284355,12/09/22 21:04,Hotdog,1
Concession6,10284355,12/09/22 21:04,Hamburger,1
Concession6,10284355,12/09/22 21:04,PizzaSlice,1
Concession6,10284355,12/09/22 21:04,Fries,1
Concession6,10284356,12/09/22 21:04,BottledWater,2
Concession6,10284356,12/09/22 21:04,Beer,2
Concession5,10284357,12/09/22 21:04,Beer,1
Concession5,10284357,12/09/22 21:04,Hotdog,1
Concession5,10284357,12/09/22 21:04,Hamburger,1
Concession5,10284357,12/09/22 21:04,PizzaSlice,1
Concession3,10284358,12/09/22 21:04,BottledWater,2
Concession3,10284358,12/09/22 21:04,SoftDrink,1
Concession3,10284358,12/09/22 21:04,Beer,1
Concession4,10284359,12/09/22 21:04,Beer,2
Concession6,10284360,12/09/22 21:04,Hotdog,1
Concession6,10284360,12/09/22 21:04,PizzaSlice,1
Concession1,10284361,12/09/22 21:04,Hotdog,1
Concession1,10284361,12/09/22 21:04,PizzaSlice,1
Concession7,10284362,12/09/22 21:04,BottledWater,3
Concession7,10284362,12/09/22 21:04,Beer,1
Concession1,10284363,12/09/22 21:04,BottledWater,1
Concession1,10284363,12/09/22 21:04,SoftDrink,1
Concession1,10284363,12/09/22 21:04,Beer,1
Concession2,10284364,12/09/22 21:04,BottledWater,1
Concession2,10284364,12/09/22 21:04,Hotdog,1
Concession2,10284364,12/09/22 21:04,Hamburger,1
Concession2,10284364,12/09/22 21:04,PizzaSlice,1
Concession2,10284364,12/09/22 21:04,Fries,1
Concession4,10284365,12/09/22 21:04,Beer,1
Concession4,10284365,12/09/22 21:04,Hotdog,1
Concession4,10284365,12/09/22 21:04,Hamburger,1
Concession4,10284365,12/09/22 21:04,PizzaSlice,1
Concession4,10284365,12/09/22 21:04,Fries,1
Concession2,10284366,12/09/22 21:04,BottledWater,1
Concession2,10284366,12/09/22 21:04,Beer,1
Concession8,10284367,12/09/22 21:04,BottledWater,3
Concession8,10284367,12/09/22 21:04,SoftDrink,3
Concession3,10284368,12/09/22 21:05,BottledWater,1
Concession3,10284368,12/09/22 21:05,SoftDrink,1
Concession2,10284369,12/09/22 21:05,BottledWater,1
Concession2,10284369,12/09/22 21:05,SoftDrink,1
Concession2,10284369,12/09/22 21:05,Beer,1
Concession2,10284369,12/09/22 21:05,PizzaSlice,1
Concession2,10284369,12/09/22 21:05,Fries,1
Concession1,10284370,12/09/22 21:05,Hamburger,1
Concession1,10284370,12/09/22 21:05,PizzaSlice,1
Concession1,10284370,12/09/22 21:05,Fries,1
Concession4,10284371,12/09/22 21:05,Hotdog,1
Concession4,10284371,12/09/22 21:05,Hamburger,1
Concession4,10284371,12/09/22 21:05,PizzaSlice,1
Concession1,10284372,12/09/22 21:05,BottledWater,1
Concession1,10284372,12/09/22 21:05,SoftDrink,2
Concession1,10284372,12/09/22 21:05,Hotdog,5
Concession1,10284372,12/09/22 21:05,Hamburger,1
Concession1,10284372,12/09/22 21:05,PizzaSlice,2
Concession8,10284373,12/09/22 21:05,BottledWater,1
Concession8,10284373,12/09/22 21:05,Beer,2
Concession8,10284373,12/09/22 21:05,Hotdog,2
Concession8,10284373,12/09/22 21:05,PizzaSlice,2
Concession6,10284374,12/09/22 21:05,BottledWater,1
Concession6,10284374,12/09/22 21:05,SoftDrink,1
Concession6,10284374,12/09/22 21:05,Beer,1
Concession6,10284374,12/09/22 21:05,Hotdog,2
Concession6,10284374,12/09/22 21:05,Fries,1
Concession3,10284375,12/09/22 21:05,BottledWater,1
Concession7,10284376,12/09/22 21:05,BottledWater,1
Concession7,10284376,12/09/22 21:05,Beer,1
Concession6,10284377,12/09/22 21:05,BottledWater,1
Concession6,10284377,12/09/22 21:05,SoftDrink,1
Concession6,10284377,12/09/22 21:05,Beer,1
Concession7,10284378,12/09/22 21:05,BottledWater,1
Concession7,10284378,12/09/22 21:05,Hotdog,1
Concession7,10284378,12/09/22 21:05,PizzaSlice,2
Concession1,10284379,12/09/22 21:05,Hotdog,1
Concession1,10284379,12/09/22 21:05,Hamburger,1
Concession1,10284379,12/09/22 21:05,PizzaSlice,1
Concession5,10284380,12/09/22 21:05,BottledWater,1
Concession5,10284380,12/09/22 21:05,SoftDrink,1
Concession5,10284380,12/09/22 21:05,Beer,1
Concession5,10284380,12/09/22 21:05,Hotdog,1
Concession5,10284380,12/09/22 21:05,Hamburger,1
Concession5,10284380,12/09/22 21:05,PizzaSlice,1
Concession5,10284381,12/09/22 21:05,Beer,1
Concession5,10284381,12/09/22 21:05,Hotdog,1
Concession5,10284381,12/09/22 21:05,Hamburger,3
Concession5,10284381,12/09/22 21:05,Fries,1
Concession8,10284382,12/09/22 21:05,Hotdog,1
Concession8,10284382,12/09/22 21:05,PizzaSlice,1
Concession2,10284383,12/09/22 21:05,Beer,1
Concession2,10284383,12/09/22 21:05,Hamburger,1
Concession2,10284383,12/09/22 21:05,PizzaSlice,1
Concession3,10284384,12/09/22 21:05,SoftDrink,1
Concession3,10284384,12/09/22 21:05,Hotdog,2
Concession3,10284384,12/09/22 21:05,Hamburger,1
Concession3,10284384,12/09/22 21:05,PizzaSlice,1
Concession3,10284384,12/09/22 21:05,Fries,1
Concession4,10284385,12/09/22 21:05,BottledWater,1
Concession4,10284385,12/09/22 21:05,Beer,2
Concession7,10284386,12/09/22 21:05,BottledWater,1
Concession7,10284386,12/09/22 21:05,Beer,1
Concession7,10284386,12/09/22 21:05,Hotdog,2
Concession3,10284387,12/09/22 21:05,BottledWater,2
Concession3,10284387,12/09/22 21:05,Beer,1
Concession6,10284388,12/09/22 21:05,BottledWater,2
Concession6,10284388,12/09/22 21:05,Beer,1
Concession1,10284389,12/09/22 21:05,BottledWater,2
Concession1,10284389,12/09/22 21:05,SoftDrink,1
Concession1,10284389,12/09/22 21:05,Hotdog,3
Concession1,10284389,12/09/22 21:05,Hamburger,1
Concession1,10284389,12/09/22 21:05,PizzaSlice,1
Concession1,10284389,12/09/22 21:05,Fries,1
Concession3,10284390,12/09/22 21:05,BottledWater,3
Concession3,10284390,12/09/22 21:05,Beer,2
Concession3,10284391,12/09/22 21:05,BottledWater,1
Concession3,10284391,12/09/22 21:05,Beer,2
Concession1,10284392,12/09/22 21:05,BottledWater,2
Concession1,10284392,12/09/22 21:05,SoftDrink,2
Concession1,10284392,12/09/22 21:05,Hotdog,3
Concession1,10284392,12/09/22 21:05,Hamburger,1
Concession1,10284392,12/09/22 21:05,PizzaSlice,1
Concession5,10284393,12/09/22 21:05,Beer,2
Concession5,10284393,12/09/22 21:05,Hotdog,2
Concession5,10284393,12/09/22 21:05,Hamburger,1
Concession5,10284393,12/09/22 21:05,PizzaSlice,3
Concession2,10284394,12/09/22 21:05,Hamburger,1
Concession2,10284394,12/09/22 21:05,PizzaSlice,1
Concession5,10284395,12/09/22 21:05,Hotdog,1
Concession5,10284395,12/09/22 21:05,Hamburger,1
Concession5,10284395,12/09/22 21:05,PizzaSlice,3
Concession7,10284396,12/09/22 21:05,BottledWater,1
Concession7,10284396,12/09/22 21:05,Beer,2
Concession7,10284396,12/09/22 21:05,Hotdog,3
Concession7,10284397,12/09/22 21:06,BottledWater,1
Concession7,10284397,12/09/22 21:06,Beer,2
Concession7,10284397,12/09/22 21:06,Hotdog,1
Concession6,10284398,12/09/22 21:06,BottledWater,3
Concession6,10284398,12/09/22 21:06,Beer,1
Concession2,10284399,12/09/22 21:06,BottledWater,3
Concession2,10284399,12/09/22 21:06,Hamburger,1
Concession2,10284399,12/09/22 21:06,PizzaSlice,1
Concession2,10284399,12/09/22 21:06,Fries,1
Concession4,10284400,12/09/22 21:06,BottledWater,1
Concession4,10284400,12/09/22 21:06,SoftDrink,1
Concession4,10284400,12/09/22 21:06,Beer,2
Concession4,10284401,12/09/22 21:06,Beer,1
Concession8,10284402,12/09/22 21:06,Hamburger,1
Concession8,10284402,12/09/22 21:06,PizzaSlice,3
Concession8,10284402,12/09/22 21:06,Fries,1
Concession7,10284403,12/09/22 21:06,BottledWater,1
Concession7,10284403,12/09/22 21:06,SoftDrink,1
Concession7,10284403,12/09/22 21:06,Beer,1
Concession7,10284403,12/09/22 21:06,Hotdog,1
Concession7,10284403,12/09/22 21:06,PizzaSlice,1
Concession6,10284405,12/09/22 21:06,Hotdog,3
Concession6,10284405,12/09/22 21:06,Fries,1
Concession6,10284406,12/09/22 21:06,BottledWater,1
Concession6,10284406,12/09/22 21:06,Beer,1
Concession8,10284407,12/09/22 21:06,BottledWater,1
Concession8,10284407,12/09/22 21:06,SoftDrink,1
Concession8,10284407,12/09/22 21:06,Hotdog,2
Concession8,10284407,12/09/22 21:06,Hamburger,1
Concession8,10284407,12/09/22 21:06,Fries,1
Concession8,10284408,12/09/22 21:06,BottledWater,2
Concession3,10284409,12/09/22 21:06,BottledWater,2
Concession3,10284409,12/09/22 21:06,Beer,1
Concession1,10284410,12/09/22 21:06,BottledWater,1
Concession1,10284410,12/09/22 21:06,SoftDrink,1
Concession1,10284410,12/09/22 21:06,Hotdog,1
Concession1,10284410,12/09/22 21:06,Hamburger,1
Concession1,10284410,12/09/22 21:06,PizzaSlice,1
Concession1,10284410,12/09/22 21:06,Fries,1
Concession4,10284411,12/09/22 21:06,BottledWater,2
Concession4,10284411,12/09/22 21:06,Beer,1
Concession4,10284411,12/09/22 21:06,Hotdog,1
Concession4,10284411,12/09/22 21:06,Hamburger,1
